"DividendStocks","EmergingMarkets","ForeignStocks","MunicipalBonds","NaturalResources","RiskTolerance","USStocks","q1","q2","q3","q4","q5","q6","q7","q8"
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,33,52931000,4,16142000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,33,66160000,2,55187000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,65,68786000,4,61551000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,48,13499000,5,75414000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,31,35997000,2,97500000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,20,17060000,4,61399000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,66,36232000,1,36052000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,35,54242000,2,1942000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,69,97236000,5,87760000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,69,65523000,3,81663000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,20,80258000,4,53095000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,85,59436000,5,81736000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,54,15627000,5,9928000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,32,95284000,5,5259000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,41,20353000,2,1040000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,48,65272000,3,1058000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,69,98488000,1,35817000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,35,63595000,3,79295000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,70,75899000,2,15368000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,76,32040000,4,54210000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,28,96823000,4,41665000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,97,22878000,3,32484000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,51,84376000,4,68160000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,18,93422000,4,77703000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,58,57043000,5,23948000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,51,5122000,3,32697000,2,1
0.15,0.05,0.05,0.35,0.07,0.005,0.08,4,4,96,40144000,5,3726000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,83,78706000,2,83458000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,72,6414000,5,30801000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,80,84195000,1,46368000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,51,27578000,2,59210000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,31,1669000,3,69620000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,60,82397000,4,72084000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,77,86287000,2,5763000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,91,29159000,2,29413000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,26,56494000,4,64169000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,38,33606000,4,43648000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,63,51479000,1,17946000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,90,83823000,1,60241000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,59,67643000,5,88028000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,46,58545000,2,35793000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,63,70133000,5,48128000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,42,43199000,1,96675000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,67,23001000,4,76407000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,80,11567000,5,78759000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,36,97706000,5,75674000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,18,70928000,2,34369000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,60,10188000,4,51599000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,24,27283000,5,99299000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,54,67199000,2,24442000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,51,88598000,3,28757000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,99,99635000,3,99499000,1,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,86,8565000,5,56199000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,71,19548000,4,69054000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,36,4096000,3,30136000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,28,56163000,5,92698000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,47,98628000,1,77477000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,32,45907000,5,88139000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,30,33851000,5,45602000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,36,70735000,2,46426000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,53,75688000,1,84940000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,63,99794000,5,19078000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,89,36955000,3,83402000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,20,97493000,1,41934000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,68,18646000,1,52664000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,76,99728000,4,59227000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,20,74068000,1,94293000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,18,43087000,5,15798000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,39,30853000,4,53494000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,42,67245000,3,18136000,1,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,25,11292000,5,91870000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,54,18998000,5,98372000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,55,14900000,1,62189000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,39,42799000,1,32290000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,32,68975000,2,3713000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,93,4295000,1,97510000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,33,65343000,5,10797000,3,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,4,90,33844000,1,73582000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,42,30722000,5,86509000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,86,97213000,4,57417000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,50,14538000,5,29822000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,67,19509000,5,22737000,2,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,31,86025000,3,53394000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,55,20309000,1,83991000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,29,36434000,3,51841000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,59,32138000,5,83521000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,4,22,37595000,5,93748000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,48,38158000,5,21657000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,58,51043000,2,23547000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,86,40021000,1,74808000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,74,44521000,5,73651000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,21,54150000,3,65231000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,69,97067000,1,8076000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,41,91665000,1,14475000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,98,61169000,2,22907000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,38,51212000,2,34313000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,80,77224000,5,79881000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,88,51039000,5,19919000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,78,8552000,4,90184000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,77,45034000,1,89269000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,93,50812000,3,22187000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,32,11812000,2,18518000,1,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,40,39604000,3,2927000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,72,44598000,1,35601000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,59,65337000,1,4064000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,41,63798000,5,91119000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,33,30303000,3,33466000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,27,7933000,1,66517000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,24,49389000,1,94998000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,42,92660000,1,21591000,2,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,48,51873000,3,12609000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,24,39236000,5,79095000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,68,67575000,5,63606000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,31,36294000,1,88095000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,29,88016000,4,24480000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,42,14156000,1,68334000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,21,45783000,2,46977000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,1,62,11471000,2,77452000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,74,35476000,3,43953000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,86,99189000,4,57902000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,83,21656000,4,54541000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,40,9513000,4,97896000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,48,55345000,1,52473000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,52,70124000,5,43831000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,59,77009000,5,62879000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,36,17320000,2,78540000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,32,23228000,5,58611000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,53,31855000,5,96457000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,78,55682000,1,51161000,2,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,20,39068000,1,37992000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,55,46829000,5,3336000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,51,67392000,2,77284000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,52,3686000,5,63046000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,62,71140000,2,10486000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,94,42548000,4,43893000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,73,32264000,5,58733000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,59,53399000,5,86505000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,54,92271000,3,80719000,2,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,56,57901000,5,49453000,2,1
0.06,0.15,0.18,0.21,0.05,0.065,0.35,1,4,77,17287000,2,14066000,3,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,2,91,94683000,1,44325000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,26,20064000,5,23272000,1,4
0.07,0.05,0.07,0.35,0.05,0.015,0.23,1,4,85,76190000,4,4291000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,57,27431000,5,26753000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,86,90792000,2,94190000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,66,57347000,4,20236000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,18,22612000,1,35394000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,28,91845000,5,23270000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,37,77952000,2,99114000,3,2
0.08,0.05,0.09,0.35,0.05,0.02,0.25,2,3,99,65270000,3,5167000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,3,62,90879000,1,95668000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,21,18451000,2,38914000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,68,28348000,3,39159000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,84,27658000,5,43043000,2,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,41,32683000,3,55732000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,27,45340000,1,86562000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,2,84,49404000,2,31835000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,85,57509000,5,54585000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,71,83163000,5,43984000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,94,19539000,3,56037000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,50,49777000,5,21914000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,80,1898000,4,68906000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,32,58049000,1,56434000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,62,83824000,2,9954000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,93,35438000,5,57401000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,52,57381000,1,77905000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,40,92952000,2,20548000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,51,19079000,2,50033000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,73,94767000,2,72373000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,28,23517000,1,51685000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,59,54374000,5,86197000,1,2
0.15,0.05,0.05,0.35,0.07,0.005,0.08,4,2,98,92039000,4,4004000,2,1
0.15,0.05,0.05,0.35,0.07,0.005,0.08,1,1,93,71400000,5,4222000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,43,9392000,4,23293000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,23,34814000,1,55758000,3,4
0.06,0.15,0.18,0.21,0.05,0.065,0.35,1,1,71,64807000,2,13428000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,23,89781000,3,78990000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,92,9893000,1,62892000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,85,73545000,3,87126000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,80,17429000,4,24327000,1,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,60,39557000,5,74180000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,68,53967000,1,25632000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,29,45545000,4,68600000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,42,84677000,1,30973000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,48,9645000,4,63912000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,69,88434000,2,32093000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,52,24018000,5,19027000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,23,60864000,5,81759000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,49,23027000,4,85809000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,95,48807000,1,80728000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,56,25542000,3,16708000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,64,38859000,4,32576000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,45,76802000,5,8869000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,56,98970000,1,79147000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,75,61295000,5,34666000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,67,58141000,4,79163000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,78,30483000,5,14703000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,67,98102000,5,12907000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,47,1059000,2,35248000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,77,5870000,5,44925000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,31,52414000,1,22183000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,78,66616000,3,53127000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,61,35477000,5,63170000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,63,37657000,4,20611000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,45,29662000,3,18730000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,51,15619000,4,3793000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,66,22270000,1,89231000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,19,27858000,5,80643000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,40,8060000,5,64558000,1,2
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,1,98,99217000,5,1697000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,38,38211000,1,40136000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,20,96284000,2,52067000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,40,90801000,5,57838000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,37,33043000,3,71590000,2,2
0.08,0.06,0.12,0.35,0.06,0.03,0.27,2,4,65,56939000,1,3834000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,44,82922000,1,90679000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,39,56363000,4,5857000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,99,18168000,3,75074000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,34,22051000,4,47552000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,49,47508000,3,8275000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,51,54689000,2,95068000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,86,25691000,3,30870000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,62,4059000,5,40609000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,18,29981000,1,76295000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,93,96107000,2,53885000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,89,97442000,5,55273000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,78,3467000,2,26959000,2,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,63,40974000,3,32281000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,35,32297000,3,50729000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,82,98039000,5,47075000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,38,51166000,2,51334000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,81,61868000,4,72477000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,71,40311000,5,75339000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,65,20940000,1,25303000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,75,76444000,3,9505000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,56,14841000,5,38515000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,94,47603000,1,61603000,1,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,33,78689000,4,15090000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,61,50285000,1,30221000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,29,72351000,1,63446000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,35,69174000,2,22362000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,30,29349000,4,56103000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,21,58114000,5,37324000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,59,87661000,3,86812000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,36,25060000,3,38257000,3,3
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,2,86,34707000,4,2253000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,59,75583000,5,14602000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,88,95032000,3,88384000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,53,96161000,4,24428000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,81,70212000,3,96129000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,95,70393000,4,20698000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,61,64713000,5,50798000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,70,28793000,4,62374000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,39,96671000,2,43319000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,80,72731000,3,65282000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,24,18449000,3,26711000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,1,53,91868000,2,78142000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,59,15947000,4,65970000,1,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,48,79187000,4,80659000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,67,54219000,3,99580000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,68,55173000,2,88693000,3,4
0.08,0.05,0.09,0.35,0.05,0.02,0.25,1,1,65,19019000,4,188000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,51,35638000,1,56496000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,61,99904000,1,87485000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,42,99720000,1,77337000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,49,89136000,3,33841000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,52,5102000,4,44598000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,19,14042000,1,98493000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,95,26891000,4,89862000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,79,30617000,2,87160000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,99,58220000,1,54898000,3,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,1,60,59406000,5,2849000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,66,90742000,4,96473000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,68,74440000,4,54489000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,30,33497000,4,2975000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,62,7774000,2,89232000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,46,93260000,4,31786000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,44,70844000,2,74912000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,82,7045000,2,27062000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,85,28770000,3,56916000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,32,57978000,1,16103000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,84,56125000,4,78379000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,71,53107000,1,52701000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,36,52317000,1,42233000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,90,77341000,5,57406000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,97,33986000,5,93905000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,73,82630000,5,71022000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,72,87148000,2,38567000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,63,9788000,2,90885000,3,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,49,29128000,2,68403000,1,3
